source,frame,label,nose_x,nose_y,nose_z,nose_vis,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_vis,left_eye_x,left_eye_y,left_eye_z,left_eye_vis,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_vis,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_vis,right_eye_x,right_eye_y,right_eye_z,right_eye_vis,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_vis,left_ear_x,left_ear_y,left_ear_z,left_ear_vis,right_ear_x,right_ear_y,right_ear_z,right_ear_vis,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_vis,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_vis,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_vis,left_index_x,left_index_y,left_index_z,left_index_vis,right_index_x,right_index_y,right_index_z,right_index_vis,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_vis,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,left_heel_x,left_heel_y,left_heel_z,left_heel_vis,right_heel_x,right_heel_y,right_heel_z,right_heel_vis,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_vis,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_vis
test/Bad Heel/Bad Heel (102).jpg,0,bad_heel,0.398752,0.24712,0.017177,0.9999,0.405869,0.225813,-0.018508,0.9998,0.409923,0.22443,-0.018739,0.9998,0.413371,0.223425,-0.018654,0.9998,0.405246,0.227554,0.024836,0.9999,0.408963,0.227502,0.024374,0.9999,0.412897,0.227494,0.024217,0.9999,0.438473,0.226004,-0.105792,0.9998,0.437427,0.229243,0.090001,0.9999,0.410037,0.260124,-0.002768,0.9993,0.409589,0.26252,0.050733,0.9994,0.459738,0.291055,-0.229702,0.9997,0.472286,0.327149,0.252937,0.9991,0.317432,0.320463,-0.301395,0.9814,0.360873,0.370027,0.363461,0.2004,0.190876,0.316487,-0.248917,0.9862,0.254603,0.369413,0.329338,0.6778,0.158182,0.32698,-0.292067,0.9855,0.227931,0.364188,0.333084,0.7161,0.154483,0.325039,-0.267934,0.9845,0.224337,0.362079,0.291038,0.7154,0.169091,0.323707,-0.23704,0.974,0.23206,0.363193,0.307936,0.6935,0.570043,0.548487,-0.148602,0.9998,0.558143,0.544325,0.148372,0.9997,0.388737,0.624475,-0.128628,0.8976,0.409767,0.615096,0.25839,0.0792,0.528241,0.771374,0.081824,0.8722,0.536019,0.741363,0.45701,0.0781,0.564464,0.805925,0.104598,0.9086,0.568591,0.764441,0.478826,0.2275,0.451457,0.821344,0.124311,0.8929,0.476736,0.787049,0.511337,0.1535
test/Bad Heel/Bad Heel (103).jpg,0,bad_heel,0.397714,0.231244,0.008854,0.9997,0.408449,0.211645,-0.026126,0.9994,0.411709,0.210748,-0.026392,0.9994,0.414638,0.210129,-0.026308,0.9994,0.408145,0.212517,0.01839,0.9997,0.411764,0.212313,0.017907,0.9998,0.415603,0.212178,0.017717,0.9999,0.440876,0.21157,-0.111451,0.9994,0.440167,0.214286,0.089709,0.9998,0.412185,0.246322,-0.010797,0.9979,0.41216,0.247606,0.044162,0.9983,0.466919,0.275976,-0.239658,0.9994,0.471363,0.310669,0.25533,0.9985,0.334432,0.30734,-0.304874,0.9604,0.365444,0.363061,0.355588,0.1392,0.203966,0.308318,-0.239007,0.9592,0.25577,0.361908,0.296078,0.4884,0.174119,0.318659,-0.27986,0.9596,0.227379,0.360951,0.296041,0.5248,0.171096,0.316584,-0.259246,0.9581,0.222619,0.355747,0.253177,0.53,0.183374,0.315425,-0.227756,0.9329,0.232352,0.354645,0.273132,0.509,0.570978,0.534203,-0.151014,0.9997,0.561805,0.532457,0.1508,0.9996,0.393967,0.626449,-0.130838,0.718,0.424102,0.617988,0.251824,0.0422,0.530304,0.771281,0.047403,0.6828,0.536044,0.744451,0.42808,0.043,0.565628,0.806385,0.06544,0.777,0.566346,0.76949,0.446562,0.1434,0.454344,0.822164,0.068346,0.7316,0.482165,0.78751,0.466664,0.0808
test/Bad Heel/Bad Heel (104).jpg,0,bad_heel,0.403163,0.22089,0.015408,0.9999,0.409994,0.199281,-0.02269,0.9999,0.413539,0.197722,-0.02292,0.9999,0.416376,0.196471,-0.022813,0.9999,0.410119,0.200282,0.023076,0.9999,0.414122,0.199504,0.022634,1.0,0.418163,0.198735,0.022509,1.0,0.44074,0.1957,-0.116303,0.9999,0.441478,0.198216,0.091004,1.0,0.414943,0.233098,-0.006437,0.9997,0.415713,0.234771,0.05044,0.9997,0.469716,0.261538,-0.232705,0.9998,0.482279,0.293476,0.256742,0.9996,0.349186,0.305744,-0.297594,0.9859,0.386707,0.356016,0.367037,0.2578,0.210392,0.304268,-0.235154,0.9912,0.273718,0.355788,0.322673,0.8262,0.180947,0.3157,-0.277205,0.9905,0.243719,0.356555,0.325767,0.8519,0.176504,0.313446,-0.252887,0.9899,0.238895,0.350653,0.281533,0.8532,0.189581,0.311598,-0.222701,0.9824,0.248053,0.349503,0.300244,0.8307,0.557823,0.513147,-0.149125,0.9998,0.556346,0.510967,0.148937,0.9998,0.40083,0.625909,-0.137078,0.902,0.434135,0.607855,0.243571,0.0926,0.529936,0.781903,0.027174,0.9106,0.536071,0.741799,0.409148,0.1172,0.563401,0.804469,0.043224,0.9313,0.565411,0.765115,0.426279,0.3097,0.449326,0.826072,0.039692,0.9293,0.474679,0.781059,0.440673,0.2423
test/Bad Heel/Bad Heel (105).jpg,0,bad_heel,0.34033,0.210277,0.035296,1.0,0.347404,0.195423,-0.003896,1.0,0.350491,0.194484,-0.004117,1.0,0.353436,0.193515,-0.004017,1.0,0.3476,0.195977,0.04464,1.0,0.35087,0.19549,0.044165,1.0,0.354609,0.195087,0.044053,1.0,0.376519,0.19427,-0.097598,1.0,0.377785,0.196809,0.119552,1.0,0.350626,0.225187,0.010368,1.0,0.352081,0.228584,0.070822,1.0,0.406113,0.263501,-0.198308,1.0,0.452643,0.285382,0.271889,1.0,0.334168,0.386749,-0.122873,0.9627,0.394024,0.415453,0.27938,0.165,0.288953,0.323192,0.162452,0.9463,0.317389,0.335998,0.146281,0.3283,0.283961,0.306649,0.166182,0.9473,0.304221,0.315035,0.135266,0.4095,0.296657,0.294987,0.156335,0.9437,0.320033,0.301017,0.129726,0.3909,0.301558,0.301629,0.167687,0.9325,0.324303,0.309611,0.135705,0.3863,0.554737,0.484856,-0.149211,1.0,0.574042,0.482507,0.149057,1.0,0.39771,0.594955,-0.111801,0.9856,0.429645,0.585925,0.242491,0.3844,0.513356,0.766913,-0.067146,0.9945,0.524972,0.736018,0.3243,0.5943,0.549208,0.791725,-0.064273,0.9885,0.56187,0.762979,0.331285,0.6808,0.436941,0.827594,-0.10668,0.9947,0.475872,0.794554,0.316259,0.7195
test/Bad Heel/Bad Heel (106).jpg,0,bad_heel,0.342397,0.223553,0.008133,1.0,0.348745,0.204828,-0.028361,1.0,0.350956,0.204547,-0.028565,1.0,0.353141,0.204324,-0.028453,1.0,0.349757,0.204577,0.017398,1.0,0.352939,0.204459,0.016933,1.0,0.356572,0.204441,0.016845,1.0,0.376212,0.207146,-0.112577,1.0,0.379613,0.208214,0.092341,1.0,0.350935,0.238086,-0.012929,1.0,0.353476,0.241951,0.043872,1.0,0.407099,0.284051,-0.207933,1.0,0.447662,0.293049,0.253386,1.0,0.326511,0.396111,-0.135636,0.9688,0.393024,0.415564,0.322978,0.2165,0.294407,0.326216,0.137919,0.9478,0.319068,0.340159,0.263708,0.3065,0.294226,0.308491,0.140218,0.9414,0.313215,0.317679,0.263596,0.3494,0.307146,0.301491,0.128451,0.9378,0.327704,0.307749,0.253454,0.3366,0.310702,0.308563,0.141739,0.9241,0.330042,0.315007,0.253425,0.3283,0.559478,0.49856,-0.149073,0.9999,0.573226,0.491635,0.148997,1.0,0.396542,0.595704,-0.104783,0.9845,0.427005,0.582233,0.23099,0.3749,0.513009,0.762611,-0.069813,0.993,0.525848,0.726901,0.323774,0.5023,0.54932,0.785745,-0.067396,0.9868,0.563413,0.756844,0.332642,0.6252,0.437362,0.826109,-0.099643,0.9935,0.475523,0.78119,0.334074,0.6539
test/Bad Heel/Bad Heel (107).jpg,0,bad_heel,0.34346,0.235249,-0.004997,1.0,0.350981,0.215745,-0.042172,1.0,0.352938,0.215591,-0.042384,1.0,0.354618,0.21547,-0.04229,1.0,0.352284,0.215514,0.004239,1.0,0.355465,0.215367,0.003753,1.0,0.359074,0.215281,0.003619,1.0,0.378935,0.218141,-0.128929,1.0,0.382838,0.218707,0.079659,1.0,0.352062,0.249189,-0.026465,1.0,0.354674,0.252166,0.031322,1.0,0.412174,0.295167,-0.226481,1.0,0.449949,0.304516,0.251436,0.9999,0.328995,0.410208,-0.162753,0.9124,0.39137,0.421438,0.355313,0.1235,0.305747,0.331078,0.111289,0.866,0.326351,0.347844,0.335835,0.1778,0.303998,0.313836,0.113601,0.8655,0.320429,0.325095,0.342166,0.2234,0.319879,0.307787,0.101528,0.8606,0.333956,0.315459,0.331155,0.2111,0.323995,0.315209,0.114807,0.8377,0.33732,0.322845,0.326182,0.2107,0.556659,0.516655,-0.160189,0.9999,0.571399,0.509798,0.160093,0.9999,0.389636,0.60281,-0.115454,0.9704,0.431875,0.597111,0.265941,0.3149,0.509993,0.764396,-0.091089,0.9886,0.526983,0.728788,0.351133,0.4191,0.547361,0.78814,-0.089837,0.9772,0.563217,0.756728,0.359611,0.5773,0.434857,0.826055,-0.125546,0.9885,0.469797,0.787954,0.366143,0.5513
test/Bad Heel/Bad Heel (108).jpg,0,bad_heel,0.342994,0.252135,-0.019596,1.0,0.348723,0.230872,-0.062138,1.0,0.351695,0.23009,-0.062354,1.0,0.354552,0.229485,-0.062306,1.0,0.349743,0.231215,-0.008928,1.0,0.353573,0.230706,-0.009344,1.0,0.358064,0.230279,-0.009476,1.0,0.380935,0.233035,-0.166607,1.0,0.382408,0.233439,0.073042,1.0,0.355762,0.267565,-0.047886,1.0,0.357635,0.268711,0.019204,1.0,0.41716,0.306214,-0.27328,1.0,0.452519,0.320799,0.24974,1.0,0.32541,0.42255,-0.206098,0.9769,0.386514,0.438225,0.268918,0.1571,0.312,0.343905,0.099002,0.9724,0.329289,0.360788,0.137064,0.4833,0.312141,0.327098,0.103899,0.9748,0.321166,0.34152,0.130961,0.6481,0.326582,0.321526,0.095682,0.9738,0.336967,0.331023,0.123156,0.6234,0.329993,0.32878,0.105186,0.9683,0.340399,0.339095,0.125673,0.6424,0.547359,0.525254,-0.179812,0.9999,0.561381,0.517498,0.179633,1.0,0.384091,0.60524,-0.170156,0.9954,0.422955,0.588828,0.338208,0.4242,0.508126,0.766205,-0.172234,0.9983,0.523359,0.720598,0.418413,0.6899,0.550834,0.789614,-0.175066,0.994,0.56188,0.74905,0.425016,0.8256,0.436639,0.83009,-0.228071,0.9981,0.468176,0.773386,0.42952,0.7969
test/Bad Heel/Bad Heel (109).jpg,0,bad_heel,0.345762,0.265792,-0.004529,1.0,0.35134,0.245168,-0.046445,1.0,0.35412,0.24423,-0.04665,1.0,0.356916,0.243309,-0.046581,1.0,0.352418,0.24577,0.004061,1.0,0.35597,0.245166,0.003606,1.0,0.360132,0.244442,0.003464,1.0,0.382811,0.245977,-0.152902,1.0,0.384246,0.246112,0.074924,1.0,0.358267,0.280949,-0.03287,1.0,0.360437,0.281586,0.030605,1.0,0.419764,0.321832,-0.253039,1.0,0.455313,0.329799,0.248748,1.0,0.321945,0.436556,-0.195316,0.948,0.388144,0.440307,0.381736,0.1358,0.319095,0.354674,0.095868,0.9275,0.339484,0.372383,0.409075,0.1924,0.321074,0.339022,0.101642,0.9161,0.333197,0.351352,0.426338,0.2517,0.33527,0.33398,0.090773,0.9111,0.346258,0.342953,0.414892,0.2336,0.338405,0.34125,0.100164,0.897,0.348628,0.35152,0.400555,0.2475,0.544839,0.542391,-0.1726,0.9999,0.560385,0.535749,0.172441,1.0,0.378121,0.607713,-0.151277,0.9921,0.42274,0.599888,0.333552,0.4956,0.505935,0.767077,-0.145624,0.997,0.526882,0.727856,0.409365,0.6804,0.549482,0.786297,-0.146597,0.9893,0.561765,0.759195,0.41649,0.7822,0.43686,0.829683,-0.187463,0.9961,0.467871,0.787529,0.429782,0.7647
test/Bad Heel/Bad Heel (11).jpg,0,bad_heel,0.282026,0.244434,0.127195,1.0,0.293612,0.216927,0.07532,1.0,0.294986,0.21672,0.075027,1.0,0.295694,0.216682,0.075096,1.0,0.299335,0.215912,0.117413,1.0,0.305432,0.215292,0.116826,1.0,0.311983,0.214804,0.116761,1.0,0.319768,0.225201,-0.074644,1.0,0.338956,0.225219,0.114214,1.0,0.290207,0.266637,0.084847,1.0,0.297418,0.270261,0.136621,1.0,0.330329,0.345879,-0.202985,1.0,0.420788,0.342781,0.256672,1.0,0.209659,0.495724,-0.096369,0.9758,0.363482,0.464406,0.433926,0.1039,0.232044,0.372671,0.23921,0.9717,0.290422,0.374252,0.580637,0.2371,0.242035,0.339064,0.255766,0.9712,0.280698,0.340422,0.608411,0.3359,0.258816,0.338477,0.228292,0.9698,0.293129,0.335674,0.596682,0.3178,0.260447,0.35233,0.237499,0.9695,0.293194,0.349537,0.573602,0.3312,0.509354,0.629919,-0.161423,1.0,0.554358,0.590387,0.161145,1.0,0.294225,0.68376,-0.096613,0.9989,0.317523,0.652552,0.25389,0.9431,0.501466,0.868012,-0.042914,0.9985,0.504778,0.807189,0.151966,0.9444,0.543014,0.882449,-0.035063,0.9956,0.544147,0.825462,0.143276,0.9567,0.416035,0.937513,-0.014791,0.9973,0.431642,0.862854,0.170989,0.9576
test/Bad Heel/Bad Heel (110).jpg,0,bad_heel,0.347197,0.282126,0.017908,1.0,0.352071,0.257875,-0.022425,1.0,0.354633,0.257129,-0.022621,1.0,0.356824,0.25659,-0.022594,1.0,0.353389,0.258625,0.029464,1.0,0.357403,0.258481,0.029076,1.0,0.36201,0.258221,0.028936,1.0,0.38026,0.258364,-0.126097,1.0,0.384581,0.258885,0.107793,1.0,0.359288,0.296225,-0.011058,1.0,0.362179,0.297958,0.054421,1.0,0.418483,0.337116,-0.241452,1.0,0.458772,0.350886,0.271696,1.0,0.326927,0.448239,-0.198859,0.9727,0.390123,0.463403,0.28739,0.0921,0.322304,0.36526,0.088966,0.952,0.341254,0.38452,0.179451,0.18,0.325017,0.346312,0.094933,0.9458,0.337125,0.363969,0.177644,0.2689,0.339735,0.342535,0.089294,0.9416,0.349912,0.353366,0.175055,0.2405,0.342503,0.349985,0.095779,0.9319,0.351946,0.362214,0.170647,0.267,0.537661,0.544429,-0.177058,1.0,0.553885,0.539764,0.176864,1.0,0.372494,0.605563,-0.162588,0.9902,0.419669,0.605233,0.324491,0.3168,0.50652,0.766402,-0.175415,0.996,0.523401,0.727464,0.350436,0.6141,0.546665,0.789817,-0.179231,0.9853,0.559292,0.754445,0.351146,0.7858,0.435202,0.829717,-0.22659,0.9948,0.468054,0.7834,0.351849,0.7152
test/Bad Heel/Bad Heel (111).jpg,0,bad_heel,0.348091,0.29476,0.005518,1.0,0.351855,0.271832,-0.034342,1.0,0.354671,0.270418,-0.034549,1.0,0.357346,0.269233,-0.034557,1.0,0.35233,0.272927,0.018307,1.0,0.355704,0.272247,0.017937,1.0,0.359858,0.271258,0.017775,1.0,0.381898,0.270092,-0.133464,1.0,0.385287,0.270375,0.103297,1.0,0.360419,0.306572,-0.022456,1.0,0.36294,0.310301,0.044069,1.0,0.423337,0.347545,-0.248246,1.0,0.457269,0.35492,0.254566,1.0,0.324486,0.455873,-0.198138,0.9746,0.383741,0.467482,0.179385,0.0565,0.32395,0.373917,0.103939,0.9322,0.337302,0.391654,-0.031142,0.1126,0.326867,0.355324,0.112109,0.9315,0.332949,0.370761,-0.049948,0.1998,0.34273,0.351781,0.105687,0.928,0.348958,0.358473,-0.047976,0.1757,0.345692,0.358675,0.110836,0.922,0.352706,0.366503,-0.041281,0.2117,0.540095,0.555968,-0.174193,1.0,0.548286,0.549659,0.173962,1.0,0.370785,0.609548,-0.155505,0.9868,0.410668,0.604721,0.348837,0.1785,0.503324,0.767036,-0.167899,0.9937,0.523016,0.725187,0.365663,0.4937,0.544712,0.787446,-0.171888,0.9792,0.559508,0.753921,0.364866,0.7293,0.43133,0.827706,-0.221504,0.992,0.466914,0.780867,0.360165,0.6051
test/Bad Heel/Bad Heel (112).jpg,0,bad_heel,0.347502,0.29529,0.004446,1.0,0.352703,0.274153,-0.035106,1.0,0.355258,0.273519,-0.035306,1.0,0.357637,0.273027,-0.035279,1.0,0.353146,0.273836,0.015726,1.0,0.356285,0.273308,0.015326,1.0,0.360233,0.272728,0.015156,1.0,0.380225,0.275152,-0.132897,1.0,0.384617,0.275811,0.095462,1.0,0.358252,0.309671,-0.022516,1.0,0.361258,0.314049,0.041312,1.0,0.423283,0.353589,-0.241388,1.0,0.450042,0.364742,0.258926,1.0,0.324892,0.467065,-0.201329,0.9703,0.383564,0.470336,0.315215,0.0952,0.325967,0.386281,0.083078,0.9273,0.340157,0.397085,0.267095,0.086,0.327632,0.367363,0.090831,0.8983,0.335672,0.375439,0.273734,0.1162,0.34275,0.363062,0.084317,0.8874,0.350752,0.363771,0.270106,0.1028,0.346494,0.369631,0.089459,0.8763,0.355378,0.371584,0.259386,0.1231,0.541147,0.571259,-0.167387,1.0,0.546066,0.558683,0.167228,1.0,0.368643,0.616362,-0.140294,0.9899,0.390454,0.595563,0.310939,0.4967,0.500701,0.767123,-0.107716,0.9943,0.523414,0.724658,0.348093,0.671,0.540474,0.787838,-0.105106,0.9739,0.555479,0.746951,0.351057,0.7501,0.433155,0.828932,-0.139002,0.9914,0.482474,0.785683,0.354206,0.7164
test/Bad Heel/Bad Heel (113).jpg,0,bad_heel,0.34773,0.298776,-0.021168,1.0,0.353446,0.280253,-0.060307,1.0,0.356056,0.28046,-0.060534,1.0,0.358461,0.280723,-0.060564,1.0,0.353894,0.279472,-0.007551,1.0,0.356802,0.279349,-0.007929,1.0,0.36042,0.279213,-0.008112,1.0,0.3822,0.285129,-0.15393,1.0,0.386211,0.285127,0.082314,1.0,0.357664,0.314798,-0.047685,1.0,0.359631,0.316167,0.018779,1.0,0.421575,0.365538,-0.263135,1.0,0.457938,0.365585,0.239941,1.0,0.327217,0.478098,-0.206904,0.9801,0.385898,0.474606,0.1704,0.0628,0.323318,0.394786,0.096147,0.9349,0.341839,0.4042,-0.052401,0.1702,0.327113,0.375803,0.103587,0.9282,0.337064,0.384,-0.073984,0.2934,0.342551,0.372765,0.096327,0.9243,0.349463,0.373359,-0.074673,0.2641,0.345827,0.379658,0.102818,0.9196,0.354027,0.380294,-0.06401,0.3176,0.537832,0.577116,-0.171893,1.0,0.548907,0.565726,0.171659,1.0,0.366586,0.618316,-0.13492,0.9847,0.392011,0.599132,0.343553,0.3062,0.503489,0.768538,-0.09795,0.9889,0.523788,0.726657,0.354729,0.6101,0.54069,0.788276,-0.095619,0.9586,0.556085,0.749956,0.353935,0.7504,0.435802,0.828654,-0.129841,0.983,0.481523,0.785429,0.34674,0.6386
test/Bad Heel/Bad Heel (114).jpg,0,bad_heel,0.352259,0.312653,0.017335,1.0,0.356889,0.293193,-0.022071,1.0,0.35931,0.292435,-0.022255,1.0,0.361526,0.291737,-0.022233,1.0,0.357579,0.293128,0.028124,1.0,0.360636,0.292464,0.027733,1.0,0.364202,0.291622,0.027544,1.0,0.382882,0.292426,-0.121612,1.0,0.387282,0.292765,0.103875,1.0,0.362523,0.327092,-0.010582,1.0,0.365198,0.329846,0.052594,1.0,0.42385,0.373223,-0.22815,1.0,0.46072,0.373139,0.253778,1.0,0.323154,0.483827,-0.189673,0.9495,0.3899,0.480642,0.291254,0.0968,0.323134,0.401797,0.082568,0.8698,0.344696,0.408633,0.214231,0.1325,0.326567,0.384021,0.089077,0.8465,0.33834,0.390995,0.214541,0.1867,0.34242,0.38009,0.080314,0.8357,0.353222,0.380471,0.210304,0.1679,0.345207,0.386833,0.087584,0.827,0.356477,0.387629,0.205532,0.2004,0.535736,0.582521,-0.161648,1.0,0.540972,0.56774,0.161472,1.0,0.365333,0.618448,-0.136629,0.9849,0.382824,0.597489,0.270641,0.5577,0.505147,0.76616,-0.094676,0.9868,0.519197,0.723221,0.292782,0.6042,0.543146,0.788207,-0.090677,0.9418,0.554658,0.743724,0.295124,0.7154,0.438263,0.820955,-0.110832,0.9777,0.478901,0.768116,0.306527,0.6285
test/Bad Heel/Bad Heel (115).jpg,0,bad_heel,0.350615,0.308397,-0.019715,1.0,0.357055,0.291965,-0.058342,1.0,0.359329,0.291923,-0.058579,1.0,0.36174,0.291873,-0.058599,1.0,0.3575,0.291167,-0.005386,1.0,0.360085,0.290869,-0.005767,1.0,0.363446,0.29052,-0.005974,1.0,0.384453,0.295945,-0.153571,1.0,0.387432,0.296052,0.084622,1.0,0.359005,0.324524,-0.046941,1.0,0.36072,0.326014,0.020066,1.0,0.42924,0.3748,-0.263017,1.0,0.456893,0.378547,0.24364,1.0,0.323823,0.487121,-0.217921,0.9606,0.387314,0.480185,0.232514,0.0508,0.321848,0.40131,0.071962,0.8526,0.34378,0.412124,0.083349,0.0868,0.327376,0.383754,0.077302,0.842,0.3355,0.391258,0.073838,0.1503,0.340724,0.38206,0.068942,0.8333,0.350035,0.385517,0.069015,0.1344,0.344422,0.388698,0.077399,0.827,0.354289,0.392245,0.072297,0.1708,0.533132,0.58468,-0.172767,1.0,0.539384,0.569667,0.172533,1.0,0.362867,0.619194,-0.177848,0.9882,0.381421,0.604253,0.328752,0.3267,0.500943,0.768788,-0.181743,0.9942,0.522674,0.723319,0.347748,0.6126,0.540804,0.787155,-0.18419,0.9725,0.55459,0.746937,0.347616,0.7265,0.438158,0.826584,-0.237184,0.9887,0.482168,0.781838,0.333865,0.6031
test/Bad Heel/Bad Heel (116).jpg,0,bad_heel,0.351776,0.308304,-0.034814,1.0,0.358872,0.293158,-0.072495,1.0,0.361534,0.293418,-0.072718,1.0,0.364217,0.293738,-0.072742,1.0,0.35917,0.292069,-0.021765,1.0,0.362029,0.291872,-0.022136,1.0,0.365469,0.291743,-0.022328,1.0,0.387048,0.298763,-0.162896,1.0,0.389675,0.298405,0.064282,1.0,0.361364,0.326071,-0.060408,1.0,0.36345,0.327907,0.003579,1.0,0.43134,0.378845,-0.263599,1.0,0.457787,0.380901,0.205558,1.0,0.323879,0.491167,-0.21687,0.9649,0.397712,0.481641,0.123084,0.0645,0.320628,0.407773,0.062142,0.9134,0.343478,0.416351,-0.108861,0.2834,0.325495,0.389971,0.067225,0.927,0.335666,0.397731,-0.135218,0.4837,0.342164,0.387145,0.059058,0.9253,0.351457,0.388974,-0.134523,0.4498,0.345061,0.393852,0.067662,0.921,0.355191,0.396134,-0.119931,0.516,0.534364,0.593347,-0.159497,1.0,0.537053,0.574741,0.159277,1.0,0.364604,0.623129,-0.116198,0.9724,0.38157,0.599948,0.319412,0.2933,0.505532,0.766458,-0.052473,0.976,0.519923,0.721987,0.333583,0.5235,0.543465,0.787575,-0.046713,0.9303,0.556703,0.744438,0.334188,0.7154,0.439631,0.823569,-0.062489,0.9658,0.481648,0.765966,0.339806,0.5626
test/Bad Heel/Bad Heel (117).jpg,0,bad_heel,0.354204,0.313972,-0.047706,1.0,0.361326,0.297856,-0.086294,1.0,0.36367,0.29779,-0.08655,1.0,0.366131,0.297804,-0.086602,1.0,0.361827,0.297007,-0.032462,1.0,0.364521,0.296644,-0.032846,1.0,0.367944,0.296248,-0.033051,1.0,0.387695,0.301647,-0.178772,1.0,0.391594,0.301538,0.063185,1.0,0.362284,0.329816,-0.074271,1.0,0.363848,0.332214,-0.006115,1.0,0.429413,0.382452,-0.289024,1.0,0.460541,0.388548,0.221483,1.0,0.324841,0.491691,-0.234979,0.9465,0.388128,0.486161,0.141077,0.0373,0.322777,0.409237,0.064264,0.8206,0.343634,0.41744,-0.106647,0.1291,0.327988,0.391819,0.06892,0.8308,0.33612,0.397425,-0.132737,0.2498,0.342383,0.388642,0.059846,0.827,0.351098,0.390864,-0.136098,0.23,0.346552,0.395523,0.069748,0.8204,0.356035,0.397036,-0.120038,0.2735,0.537205,0.599278,-0.175939,1.0,0.543525,0.58435,0.175678,1.0,0.360724,0.623577,-0.15602,0.9523,0.397047,0.59852,0.358446,0.1045,0.503805,0.768444,-0.126851,0.967,0.522728,0.724858,0.360242,0.3499,0.541515,0.787181,-0.125618,0.9131,0.557807,0.744504,0.358151,0.5745,0.444163,0.831108,-0.160478,0.9529,0.482603,0.777739,0.350407,0.3877
test/Bad Heel/Bad Heel (118).jpg,0,bad_heel,0.355574,0.314984,-0.030675,1.0,0.362735,0.298014,-0.068994,1.0,0.365234,0.298319,-0.06924,1.0,0.367851,0.298698,-0.069257,1.0,0.363197,0.296984,-0.015351,1.0,0.366084,0.297011,-0.015755,1.0,0.369832,0.297164,-0.015952,1.0,0.390522,0.304003,-0.162929,1.0,0.394799,0.304512,0.078446,1.0,0.364584,0.332003,-0.057459,1.0,0.36686,0.335041,0.010338,1.0,0.430115,0.386014,-0.276516,1.0,0.462523,0.388351,0.239986,1.0,0.323372,0.490581,-0.22291,0.923,0.39426,0.477704,0.218811,0.0578,0.322354,0.408503,0.076845,0.8065,0.33889,0.416432,0.05327,0.1355,0.327798,0.391204,0.082083,0.8147,0.334379,0.39684,0.040655,0.2298,0.342893,0.389252,0.071853,0.8095,0.350285,0.390899,0.034593,0.2119,0.346246,0.396356,0.081669,0.8043,0.353954,0.397893,0.041046,0.2507,0.53943,0.608541,-0.176674,1.0,0.547607,0.594732,0.176406,1.0,0.360978,0.623511,-0.164469,0.9741,0.400019,0.605749,0.365484,0.214,0.503344,0.767661,-0.129665,0.983,0.522574,0.728524,0.386599,0.4835,0.540332,0.79316,-0.127538,0.9449,0.558839,0.750532,0.387159,0.6547,0.437856,0.82886,-0.16277,0.9753,0.479007,0.77747,0.386049,0.5258
